Date,Description,Amount,Category
19-05-2024,"UPI/P2M/414061861996/MC DONALDS
/Paymen/HDFC BANK LTD",824.02,Others
19-05-2024,"UPI/P2M/414074193208/Google/Axis
Bank/MandateE/OTH",35.0,Others
20-05-2024,"UPI/P2M/414160324405/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
20-05-2024,"UPI/P2M/414191329841/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",50.0,Others
20-05-2024,"UPI/P2M/414173195542/AMAZON SELLER
SERVICE/Paymen/HDFC BANK LTD",492.0,Shopping
20-05-2024,"UPI/P2M/414106358680/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
21-05-2024,"UPI/P2M/414253435782/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
21-05-2024,"UPI/P2M/414204373215/PUNNIYAMUTHY M
/Paymen/City Union Bank",120.0,Others
21-05-2024,"UPI/P2M/414297169317/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",122.0,Healthcare
22-05-2024,"UPI/P2M/414316347463/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-05-2024,"UPI/P2A/414388434052/D SEMON  JABASTIN
/Paymen/Canara Bank",570.0,Others
22-05-2024,"UPI/P2M/414371062219/PUNNIYAMUTHY M
/Paymen/City Union Bank",40.0,Others
22-05-2024,"UPI/P2M/414301641298/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
22-05-2024,"UPI/P2M/450986405379/Bharti Airtel
Limited/Paymen/Axis Bank Ltd.",1502.0,Others
23-05-2024,"UPI/P2A/451074391481/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
23-05-2024,"UPI/P2M/451018095983/RAJ MUSICALS
/Paymen/Yes Bank Ltd",1000.0,Others
24-05-2024,"UPI/P2M/414577214738/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",80.0,Others
24-05-2024,"UPI/P2M/414517387565/ALL MART
/Paymen/Yes Bank Ltd",95.0,Others
24-05-2024,"UPI/P2M/414562109364/ULZAVAR
URPATHIAARLAR/Paymen/Yes Bank Ltd",15.0,Others
24-05-2024,"UPI/P2M/414525506505/PUNNIYAMUTHY M
/Paymen/City Union Bank",177.0,Others
25-05-2024,"UPI/P2M/414686176855/IRCTC Web UPI
/Paymen/Yes Bank Ltd",1654.05,Travel
25-05-2024,"UPI/P2M/414689765795/IRCTC Web UPI
/Paymen/Yes Bank Ltd",1709.05,Travel
25-05-2024,"UPI/P2M/414675558128/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",282.0,Others
25-05-2024,"UPI/P2A/451296933233/BALASUBRAMANIYA
N  D  /Paymen/State Bank Of India",150.0,Others
26-05-2024,"UPI/P2M/451375121422/Amazon Pay
/Reques/Axis Bank Ltd.",1914.0,Shopping
26-05-2024,"UPI/P2M/414786457973/IRCTC Web UPI
/Paymen/Yes Bank Ltd",2284.05,Travel
26-05-2024,"UPI/P2A/414777460273/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",355.0,Others
26-05-2024,"UPI/P2M/414723254003/PUNNIYAMUTHY M
/Paymen/City Union Bank",100.0,Others
26-05-2024,"UPI/P2M/414720341390/Dominos Pizza
/Paymen/Yes Bank Ltd",538.0,Food & Dining
26-05-2024,"NEFT/IR/AXOIR14712587836/SRM KTR/HDFC
BANK/24011045628",325000.0,Others
27-05-2024,"UPI/P2M/414877642156/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
27-05-2024,"UPI/P2M/414852857151/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",124.0,Others
27-05-2024,"UPI/P2M/451484379835/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",55.0,Others
28-05-2024,"UPI/P2M/414962289951/IRCTCRazorpay
/Payvia/ICICI Bank",3334.05,Travel
28-05-2024,"UPI/P2M/414907072569/MC DONALDS
/Paymen/HDFC BANK LTD",706.0,Others
28-05-2024,"UPI/P2M/414953237012/VELLORE INSTITUTE
OF /UPIInt/Airtel Payments Bank",944.0,Others
28-05-2024,"UPI/P2M/414932637329/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",50.0,Others
28-05-2024,"UPI/P2M/414985596385/S Diwakar
/Paymen/Yes Bank Ltd",55.0,Others
28-05-2024,"UPI/P2M/414978377606/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",40.0,Others
29-05-2024,"UPI/P2M/415059315875/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",90.0,Others
29-05-2024,"UPI/P2M/415072656236/Dominos Pizza
/Paymen/Yes Bank Ltd",482.0,Food & Dining
29-05-2024,"UPI/P2M/415063434133/Intimi India Private /Upi
Tr/ICICI Bank",1990.0,Others
29-05-2024,"UPI/P2A/451673001400/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
30-05-2024,"UPI/P2A/451793424740/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
31-05-2024,"UPI/P2M/415252284580/Google/Axis
Bank/MandateE/OTH",50.0,Others
31-05-2024,"UPI/P2M/415276389654/Dominos Pizza
/Paymen/Yes Bank Ltd",497.0,Food & Dining
01-06-2024,"UPI/P2M/415374142517/Nykaa
/277800/ICICI Bank",1846.0,Others
01-06-2024,"UPI/P2M/415358505722/Google/Axis
Bank/MandateE/OTH",162.99,Others
01-06-2024,"UPI/P2M/415317219453/Airtel Prepaid
Rechar/Paymen/Airtel Payments Bank",65.0,Others
01-06-2024,"UPI/P2M/451942375219/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",95.0,Others
02-06-2024,"UPI/P2M/452013206167/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",60.0,Others
03-06-2024,"UPI/P2M/415550589486/Amazon India
/Paymen/Yes Bank Ltd",183.2,Shopping
03-06-2024,"UPI/P2M/415597878116/CHETTINAD
ACADEMY OF /Paymen/City Union Bank",100.0,Others
03-06-2024,"UPI/P2M/415505487637/Vee Cee Medicals
/Paymen/Yes Bank Ltd",707.0,Healthcare
03-06-2024,"UPI/P2M/415500763316/APPLES FRUIT ZONE
/Paymen/Yes Bank Ltd",25.0,Others
03-06-2024,"UPI/P2M/415523453163/SWIGGY
/Paymen/ICICI Bank",271.0,Others
03-06-2024,"UPI/P2M/415524490480/Dominos Pizza
/Paymen/Yes Bank Ltd",132.0,Food & Dining
04-06-2024,"UPI/P2A/452294513808/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
04-06-2024,"UPI/P2M/415674580672/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
04-06-2024,"UPI/P2A/452270382764/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
04-06-2024,"UPI/P2A/452244702458/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",80.0,Others
04-06-2024,"UPI/P2A/452247923763/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",50.0,Others
04-06-2024,"UPI/P2M/415609061200/CHETTINAD
ACADEMY OF /Paymen/City Union Bank",100.0,Others
04-06-2024,"UPI/P2M/415644653139/Vee Cee Medicals
/Paymen/Yes Bank Ltd",37.0,Healthcare
04-06-2024,"UPI/P2M/415641114946/CHETTINAD
ACADEMY OF /Paymen/City Union Bank",150.0,Others
04-06-2024,"UPI/P2M/452206923822/Indian Railways
Cater/UPI/Yes Bank Ltd",3124.05,Others
04-06-2024,"UPI/P2M/415633995857/SARAVANA
MEDICAL     /Paymen/Yes Bank Ltd",66.0,Healthcare
04-06-2024,"UPI/P2M/452211309377/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",130.0,Others
05-06-2024,"UPI/P2M/415732202330/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",40.0,Others
05-06-2024,"UPI/P2M/452315728846/SRI FOODS
/Paymen/Yes Bank Ltd",190.0,Food & Dining
06-06-2024,"UPI/P2M/415875622300/Dominos Pizza
/Paymen/Yes Bank Ltd",465.0,Food & Dining
06-06-2024,"UPI/P2A/452465411439/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
07-06-2024,"UPI/P2M/415970972955/Savana
/Paymen/ICICI Bank",754.0,Others
07-06-2024,"UPI/P2M/415927292320/Makemytrip India Pvt
/Paymen/HDFC BANK LTD",5801.0,Others
08-06-2024,"UPI/P2M/452665605061/Indian Railways
Cater/Paymen/Axis Bank Ltd.",102.25,Others
08-06-2024,"UPI/P2M/452627523198/Indian Railways
Cater/Paymen/Axis Bank Ltd.",1444.05,Others
08-06-2024,"UPI/P2M/416055533165/Makemytrip India Pvt
/Paymen/HDFC BANK LTD",10500.0,Others
08-06-2024,"UPI/P2M/452659407772/Indian Railways
Cater/Paymen/Axis Bank Ltd.",469.05,Others
08-06-2024,"UPI/P2M/416082178010/Swiggy
/Paymen/YesBank_Yespay",225.0,Others
08-06-2024,"UPI/P2M/452696480909/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",40.0,Others
09-06-2024,"UPI/P2M/452747552048/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",30.0,Others
09-06-2024,"UPI/P2M/452754375183/SRI FOODS
/Paymen/Yes Bank Ltd",220.0,Food & Dining
09-06-2024,"UPI/P2M/452703320859/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",40.0,Others
09-06-2024,"UPI/P2M/416115691165/Nykaa E Retail
Privat/Upi Tr/ICICI Bank",1490.0,Others
10-06-2024,"UPI/P2M/416234705410/VRS CHITHRA
/Paymen/Axis Bank Ltd.",99.0,Others
10-06-2024,"UPI/P2M/416298287300/Dominos Pizza
/Paymen/Yes Bank Ltd",223.0,Food & Dining
10-06-2024,"UPI/P2M/416218804960/Spotify I/ICICI
Ban/MandateR/OTH",59.0,Others
11-06-2024,"UPI/P2A/452970619842/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",418.0,Others
12-06-2024,"UPI/P2A/453012468530/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
12-06-2024,"UPI/P2M/416477643299/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",100.0,Others
14-06-2024,"UPI/P2A/453274435557/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",164.0,Others
14-06-2024,"UPI/P2M/416682650924/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
14-06-2024,"UPI/P2A/453284013647/NAMAN PRAKASH
DEVNANI/UPI/IDBI Bank Limited",285.0,Others
14-06-2024,"UPI/P2A/453256877375/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
14-06-2024,"UPI/P2M/416683821086/Astrotalk
/Paymen/Axis Bank Ltd.",236.0,Others
14-06-2024,"UPI/P2M/416688914930/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
14-06-2024,"UPI/P2M/416613609754/Dominos Pizza
/Paymen/Yes Bank Ltd",465.0,Food & Dining
14-06-2024,"UPI/P2M/416630830552/S Diwakar
/Paymen/Yes Bank Ltd",20.0,Others
14-06-2024,"UPI/P2A/453282895968/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",250.0,Others
15-06-2024,"UPI/P2M/416737004781/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
15-06-2024,"UPI/P2M/453358557007/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",80.0,Others
15-06-2024,"UPI/P2M/453371461957/SRI FOODS
/Paymen/Yes Bank Ltd",110.0,Food & Dining
16-06-2024,"UPI/P2A/453468330672/KAMAL J
/UPI/Karur Vysya Bank",50.0,Others
16-06-2024,"UPI/P2M/416817868010/IRCTC
/Paymen/ICICI Bank",404.05,Travel
16-06-2024,"ATM-CASH/++CENTRAL
RAILWAY/CHENNAI/160624",1000.0,Others
16-06-2024,"UPI/P2M/416819166884/HARSH TRANSPORT
PRIVA/Paymen/Yes Bank Ltd",150.0,Others
16-06-2024,"UPI/P2M/453450024535/Chennai Metro Rail
Li/Paymen/Axis Bank Ltd.",32.0,Others
16-06-2024,"UPI/P2M/416890641003/Higginbothams
Private/Paymen/Airtel Payments Bank",1098.0,Others
16-06-2024,"UPI/P2M/416864381103/TFS 90210102 CHN
WOW /Paymen/Yes Bank Ltd",325.0,Others
16-06-2024,"UPI/P2M/416848660404/TFS 90210016 SQUEEZ
J/Paymen/Yes Bank Ltd",350.0,Others
17-06-2024,"UPI/P2M/453518534281/Body Shop - Pacific
M/Paymen/Yes Bank Ltd",1195.0,Others
17-06-2024,"UPI/P2M/453583272360/SARTHI TOURS AND
TRA /Paymen/Yes Bank Ltd",700.0,Others
19-06-2024,"UPI/P2M/417164834092/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
19-06-2024,"UPI/P2M/417106817408/Astrotalk
/Paymen/Axis Bank Ltd.",59.0,Others
19-06-2024,"UPI/P2M/417188920540/Astrotalk
/Paymen/Axis Bank Ltd.",59.0,Others
19-06-2024,"UPI/P2A/453792018962/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
20-06-2024,"UPI/P2M/417208721919/Pandit Ji
/Paymen/Axis Bank Ltd.",29.5,Others
20-06-2024,"UPI/P2A/453834566453/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
21-06-2024,"UPI/P2M/417335303380/Interglobe aviation
l/Paymen/ICICI Bank",5759.0,Others
23-06-2024,"UPI/P2M/417522187766/JABALPUR
ENTERTAINMEN/Paymen/ICICI Bank",460.0,Others
24-06-2024,"UPI/P2M/417603148743/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
24-06-2024,"UPI/P2M/454291989673/Crocs RGIA
/Paymen/Yes Bank Ltd",5495.0,Others
24-06-2024,"UPI/P2M/454229356902/Burger King -
Hyderab/Paymen/Yes Bank Ltd",443.0,Others
24-06-2024,"UPI/P2M/417648761864/TRS DOMESTIC SHA
1 HY/Paymen/Kotak Mahindra Bank",1398.0,Others
24-06-2024,"UPI/P2M/454260970504/NEW SUNDAR
TRADERS   /Paymen/Yes Bank Ltd",40.0,Others
24-06-2024,"UPI/P2M/417618904217/Indian Railways
Cater/Pay vi/Airtel Payments Bank",454.05,Others
24-06-2024,"UPI/P2A/454297239584/Mr Sivashankar
/Paymen/Indian Bank",200.0,Others
24-06-2024,"UPI/P2M/417618376525/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
24-06-2024,"UPI/P2M/417619608929/Astrotalk
/Paymen/Axis Bank Ltd.",236.0,Others
24-06-2024,"UPI/P2M/417742888333/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
25-06-2024,"UPI/P2M/417790848235/Astrotalk
/Paymen/Axis Bank Ltd.",236.0,Others
25-06-2024,"UPI/P2A/454317286783/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",100.0,Others
25-06-2024,"UPI/P2A/454386936250/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",205.0,Others
25-06-2024,"UPI/P2A/454387553872/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",8.0,Others
26-06-2024,"ECOM PUR/GOOGLE
PLAY/02240920005/260624/09:11/41780925101
3",130.0,Others
26-06-2024,"UPI/P2A/454454809880/DEEPALI  MISHRA
/Paymen/State Bank Of India",130.0,Others
26-06-2024,"UPI/P2M/417847452166/Astrotalk
/Paymen/Axis Bank Ltd.",177.0,Others
26-06-2024,"UPI/P2M/417858402130/Astrotalk
/Paymen/Axis Bank Ltd.",59.0,Others
26-06-2024,"UPI/P2M/417858197267/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
26-06-2024,"UPI/P2A/454456906466/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",300.0,Others
27-06-2024,"UPI/P2A/454530886195/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",54.1,Others
27-06-2024,"UPI/P2A/454509307801/DEEPALI  MISHRA
/Paymen/State Bank Of India",132.0,Others
29-06-2024,"UPI/P2M/418106441056/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",20.0,Others
29-06-2024,"UPI/P2M/418169936463/Amazon India
/Paymen/Yes Bank Ltd",589.0,Shopping
30-06-2024,"UPI/P2M/418213117012/Astrotalk
/Paymen/Axis Bank Ltd.",118.0,Others
30-06-2024,"UPI/P2M/418268144041/Astrotalk
/Paymen/Axis Bank Ltd.",59.0,Others
30-06-2024,"UPI/P2M/418292843773/Dominos Pizza
/Paymen/Yes Bank Ltd",191.0,Food & Dining
01-07-2024,"UPI/P2M/418377969783/SARAVANA
MEDICAL     /Paymen/Yes Bank Ltd",40.0,Healthcare
01-07-2024,"UPI/P2M/418312334638/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",40.0,Others
01-07-2024,"UPI/P2M/418356978849/Interglobe Aviation
L/Paymen/ICICI Bank",8914.0,Others
01-07-2024,"UPI/P2A/454967135034/DEEPALI  MISHRA
/Paymen/State Bank Of India",838.0,Others
02-07-2024,"UPI/P2M/418412086918/Samsung India
Electro/Upi Tr/ICICI Bank",46499.0,Others
03-07-2024,"UPI/P2M/455129837149/SRI FOODS
/Paymen/Yes Bank Ltd",190.0,Food & Dining
04-07-2024,"UPI/P2A/455296635420/DEEPALI  MISHRA
/Paymen/State Bank Of India",811.0,Others
04-07-2024,"NBSM/65298128/VELLORE INSTITUTE OF
TECHNOLOGY/",7097.7,Others
04-07-2024,"UPI/P2M/418620768358/SNAPMINT/YesBank_
Y/remarks/OTH",776.0,Others
05-07-2024,"UPI/P2M/418730753732/Google/Axis
Bank/MandateE/OTH",216.0,Others
05-07-2024,"UPI/P2M/418750776766/VRS CHITHRA
/Paymen/Axis Bank Ltd.",40.0,Others
05-07-2024,"UPI/P2M/418789123473/AMAZON SELLER
SERVICE/Paymen/HDFC BANK LTD",874.0,Shopping
05-07-2024,"UPI/P2M/418794334597/Delhivery Limited
/Paymen/Yes Bank Ltd",1447.0,Others
05-07-2024,"UPI/P2M/455347484978/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",40.0,Others
06-07-2024,"UPI/P2M/418830796329/LAVA CAKES
/Paymen/HDFC BANK LTD",140.0,Others
06-07-2024,"UPI/P2M/418889935950/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",20.0,Others
06-07-2024,"UPI/P2M/418815982506/HARA GROUPS
/Paymen/Yes Bank Ltd",40.0,Others
06-07-2024,"UPI/P2M/418807664680/Disney Ho/Yes Bank
/Collect/OTH",399.0,Others
06-07-2024,"UPI/P2M/418876568590/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",40.0,Others
07-07-2024,"UPI/P2M/418934772652/IRCTC E Ticketing
/Pay to/ICICI Bank",1284.05,Travel
07-07-2024,"UPI/P2M/455515190321/VRS SNACKS
COSMETICS /Paymen/Yes Bank Ltd",40.0,Others
07-07-2024,"UPI/P2M/418936211830/Moneylicious
Securiti/Pay vi/ICICI Bank",25930.0,Others
07-07-2024,"UPI/P2M/418954166157/Zerodha Broking Ltd
/002381/HDFC BANK LTD",115339.0,Others
07-07-2024,NBSM/65720645/IRCTC(RAZORPAY)/,1713.55,Travel
08-07-2024,"UPI/P2M/455643334941/SRI FOODS
/Paymen/Yes Bank Ltd",260.0,Food & Dining
09-07-2024,"UPI/P2A/455790154314/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
09-07-2024,"UPI/P2M/419145548316/Astrotalk
/Paymen/Axis Bank Ltd.",236.0,Others
09-07-2024,"UPI/P2A/455701483673/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",571.0,Others
09-07-2024,"UPI/P2M/419121330739/Amazon India
/Paymen/Amazon RBL",528.0,Shopping
09-07-2024,"UPI/P2A/455724129061/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",428.0,Others
10-07-2024,"UPI/P2M/419212744480/VRS CHITHRA
/Paymen/Axis Bank Ltd.",60.0,Others
10-07-2024,"UPI/P2M/419289311537/IRCTCRazorpay
/Paymen/ICICI Bank",579.05,Travel
10-07-2024,"UPI/P2A/455865855512/JAGAN S
/Paymen/Union Bank of India",192.0,Others
10-07-2024,"UPI/P2M/419250379235/Spotify I/ICICI
Ban/MandateR/OTH",59.0,Others
10-07-2024,"UPI/P2A/455837153309/RUSHABH MEHTA
/UPI/HDFC BANK LTD",2500.0,Others
11-07-2024,"UPI/P2M/455919338766/S SASIKUMAR
/Paymen/Yes Bank Ltd",349.0,Others
11-07-2024,"UPI/P2M/419335795943/V R S SNACKS
COSMETIC/Paymen/Yes Bank Ltd",40.0,Others
12-07-2024,"UPI/P2M/419432674388/Mr S Ramesh
/Paymen/City Union Bank",200.0,Others
12-07-2024,"UPI/P2A/456094738555/SOMA
/UPI/Canara Bank",300.0,Others
12-07-2024,"UPI/P2A/456058290616/PINAK DAS
/Paymen/HDFC BANK LTD",4955.0,Others
12-07-2024,"UPI/P2M/419471922019/ZOMATO LIMITED
/Paymen/ICICI Bank",428.15,Others
13-07-2024,"UPI/P2A/419579821651/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",520.0,Others
13-07-2024,"UPI/P2M/419591384516/Zomato Ltd
/Paymen/Yes Bank Ltd",330.7,Others
13-07-2024,"UPI/P2M/456111858060/Stelling Technology
R/Paymen/Axis Bank Ltd.",781.0,Others
13-07-2024,"UPI/P2M/419538386899/HENNES N MAURITZ
/Paymen/HDFC BANK LTD",3096.0,Others
13-07-2024,"UPI/P2M/419579951270/HAMLEYS
/Paymen/HDFC BANK LTD",3499.0,Others
13-07-2024,"UPI/P2M/419550433958/MINISO A UNIT OF
VISA/Paymen/HDFC BANK LTD",922.0,Others
13-07-2024,"UPI/P2M/419506854238/VIKAS GARMENTS
/Paymen/Yes Bank Ltd",1200.0,Others
13-07-2024,"UPI/P2M/456175542882/MD MASHUDUR
RAHMAN   /Paymen/Yes Bank Ltd",700.0,Others
13-07-2024,"POS/5634 DMART
SRINIV/BANGALORE/130724/19:21/419513288
836",2857.07,Others
13-07-2024,"POS/AVENUE
SUPERMARTS/BANGALORE/130724/13:52/41
9513805274",18.0,Others
13-07-2024,"UPI/P2A/419500325776/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",189.0,Others
13-07-2024,"UPI/P2A/419536140294/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",1347.0,Others
14-07-2024,"UPI/P2A/456283031625/Abdulrajak
Shingangu/Paymen/State Bank Of India",458.0,Others
14-07-2024,"UPI/P2M/419676015888/AMULU
ENTERPRISES    /Paymen/Yes Bank Ltd",70.0,Others
14-07-2024,"UPI/P2A/419642433806/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",328.0,Others
14-07-2024,"UPI/P2A/419675796169/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",216.0,Others
15-07-2024,"UPI/P2M/419756052049/ASTROTALK
SERVICES PR/Paymen/HDFC BANK LTD",236.0,Others
15-07-2024,"UPI/P2M/419726005179/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
15-07-2024,"UPI/P2M/456312180835/Amazon Pay           /You
ar/Axis Bank Ltd.",808.0,Shopping
16-07-2024,"UPI/P2M/419872894342/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
16-07-2024,"UPI/P2A/419889411421/AAYUSHI
SHRIVASTAVA-/Paymen/Kotak Mahindra Bank",20.0,Others
16-07-2024,"UPI/P2M/419831227057/PUNNIYAMUTHY M
/Paymen/City Union Bank",120.0,Others
17-07-2024,"UPI/P2M/419993507253/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
17-07-2024,"UPI/P2M/419938608689/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
17-07-2024,"UPI/P2M/419984596070/R GAYATHRI
/Paymen/Yes Bank Ltd",50.0,Others
18-07-2024,"UPI/P2A/456609644270/RUSHABH MEHTA
/UPI/HDFC BANK LTD",439.0,Others
18-07-2024,"UPI/P2M/420023367135/Vellore Institute of
/Paymen/Axis Bank Ltd.",2.0,Others
18-07-2024,"UPI/P2A/420044162165/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",48.0,Others
18-07-2024,"UPI/P2M/420012782159/R GAYATHRI
/Paymen/Yes Bank Ltd",48.0,Others
19-07-2024,"UPI/P2M/420192214339/JM GENERAL STORE
/Paymen/Yes Bank Ltd",95.0,Others
19-07-2024,"UPI/P2M/420194781082/FELIX LOGISTICS
/Paymen/City Union Bank",40.0,Others
19-07-2024,"UPI/P2M/420190006430/Airtel
/Paymen/Yes Bank Ltd",49.0,Others
19-07-2024,"UPI/P2M/420136516844/SREE BALAJI
STORES   /Paymen/HDFC BANK LTD",12.0,Others
19-07-2024,"UPI/P2M/420130584287/SREE BALAJI
STORES   /Paymen/Yes Bank Ltd",120.0,Others
19-07-2024,"UPI/P2M/420198777739/PUNNIYAMUTHY M
/Paymen/City Union Bank",140.0,Others
19-07-2024,"UPI/P2A/420119226258/RUSHABH MEHTA
/UPI/HDFC BANK LTD",282.0,Others
19-07-2024,"POS/GOOGLE PLAY SER
C/2240920005/190724/15:17/420115145732",130.0,Others
20-07-2024,"UPI/P2A/420265470965/Elangovan  Elangovan
/UPI/State Bank Of India",413.0,Others
20-07-2024,"UPI/P2M/420231369299/Mr Murali Dharan K
/UPI/Yes Bank Ltd",35.0,Others
21-07-2024,"UPI/P2M/420300151315/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
21-07-2024,"UPI/P2A/456938718807/IFTKAR YAR KHAN
/UPI/Punjab National Bank",750.0,Others
21-07-2024,"UPI/P2M/420332737707/R GAYATHRI
/Paymen/Yes Bank Ltd",91.0,Others
21-07-2024,"UPI/P2M/420309891516/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",10.0,Others
22-07-2024,"UPI/P2M/420421176328/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
22-07-2024,"UPI/P2M/420442067585/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
22-07-2024,"UPI/P2M/420411039608/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
22-07-2024,"UPI/P2M/420405621797/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
22-07-2024,"UPI/P2M/420486619273/GOOGLE INDIA
DIGITAL /Paymen/Axis Bank Ltd.",50.0,Others
23-07-2024,"UPI/P2M/420590693388/GOOGLE INDIA
DIGITAL /Paymen/Axis Bank Ltd.",75.0,Others
23-07-2024,"UPI/P2M/420570734179/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
23-07-2024,"UPI/P2M/420541953900/Airtel
/Paymen/Yes Bank Ltd",49.0,Others
23-07-2024,"UPI/P2M/420589131759/Astrotalk
/Payvia/Airtel Payments Bank",118.0,Others
23-07-2024,"UPI/P2M/420505362644/Astrotalk
/Payvia/Airtel Payments Bank",118.0,Others
24-07-2024,"UPI/P2M/420633816407/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
24-07-2024,"UPI/P2M/420615609578/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
24-07-2024,"UPI/P2M/420690979593/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
24-07-2024,"UPI/P2M/457204117782/SATHESH KUMAR  J
/Paymen/Yes Bank Ltd",95.0,Others
24-07-2024,"UPI/P2M/420676085840/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
24-07-2024,"UPI/P2M/420669303808/Airtel
/Prepai/Yes Bank Ltd",49.0,Others
24-07-2024,"UPI/P2M/420625289414/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",50.0,Others
24-07-2024,"UPI/P2A/420682355906/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",80.0,Others
